domain,label,source,domain_age_days
askcchelp.in,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
fac-unions.com,Phishing,mock_Mock_Data_12_09_2025.xlsx,418
mehrahdf.wvrgh.cloud,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
onlinehdfccapitals.com,Phishing,mock_Mock_Data_12_09_2025.xlsx,399
hdfccardrewards.com,Phishing,mock_Mock_Data_12_09_2025.xlsx,398
www.hdfclive.onedataentrysolution.in,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
capitalmorph.com,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
hdfc-new-sv.vercel.app,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
hdfc-sec-kohl-newoip.vercel.app,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
netportall.com,Phishing,mock_Mock_Data_12_09_2025.xlsx,409
mycredit.cardlimit.live,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
hdfccardbank.com,Phishing,mock_Mock_Data_12_09_2025.xlsx,413
online-hd4c.pages.dev,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
hdfc.zoutons.com,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
loginhdcfc.buzz,Phishing,mock_Mock_Data_12_09_2025.xlsx,417
hd-azq.pages.dev,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
pl.bizinfotools.com,Phishing,mock_Mock_Data_12_09_2025.xlsx,-1
instantconfirmation.site,Phishing,mock_Mock_Data_12_09_2025.xlsx,417
ww38.feda.bobibank.com,Phishing,mock_Mock_Data_14_08_2025.xlsx,-1
airtel-merchants.co.in,Suspected,mock_Mock_Data_19_08_2025.xlsx,224
airtelmusic.in,Suspected,mock_Mock_Data_19_08_2025.xlsx,222
airtel-topup.in,Suspected,mock_Mock_Data_19_08_2025.xlsx,230
airtelcareer.in,Phishing,mock_Mock_Data_19_08_2025.xlsx,229
airtel-in.click,Suspected,mock_Mock_Data_19_08_2025.xlsx,209
dccrsorgigov.xyz,Suspected,mock_Mock_Data_19_08_2025.xlsx,218
crsorgii.xyz,Suspected,mock_Mock_Data_19_08_2025.xlsx,218
campicicin.pro,Suspected,mock_Mock_Data_19_08_2025.xlsx,-1
icicira.top,Suspected,mock_Mock_Data_19_08_2025.xlsx,216
hdfcbank.men,Suspected,mock_Mock_Data_19_08_2025.xlsx,-1
hdfcbank.stream,Suspected,mock_Mock_Data_19_08_2025.xlsx,-1
hdfcghj.top,Suspected,mock_Mock_Data_19_08_2025.xlsx,214
hdfcsecpr.net,Suspected,mock_Mock_Data_19_08_2025.xlsx,213
iocl.ind.in,Suspected,mock_Mock_Data_19_08_2025.xlsx,215
bankofbaroda.co,Phishing,mock_Mock_Data_21_08_2025.xlsx,-1
bzhzsbi.icu,Suspected,mock_Mock_Data_21_08_2025.xlsx,208
eqidsbi.icu,Suspected,mock_Mock_Data_21_08_2025.xlsx,208
sbi-group.net,Suspected,mock_Mock_Data_21_08_2025.xlsx,209
airtelxtreamfiber.in,Phishing,mock_Mock_Data_22_08_2025.xlsx,278
airtelcareers.in,Suspected,mock_Mock_Data_22_08_2025.xlsx,278
airtelmh.in,Suspected,mock_Mock_Data_22_08_2025.xlsx,255
airtelwifi.co.in,Suspected,mock_Mock_Data_22_08_2025.xlsx,280
airtel-wifi.in,Suspected,mock_Mock_Data_22_08_2025.xlsx,280
bhartiairtel.ind.in,Suspected,mock_Mock_Data_22_08_2025.xlsx,279
banksofbarodaa.com,Phishing,mock_Mock_Data_25_08_2025.xlsx,203
aegisbi.app,Suspected,mock_Mock_Data_25_08_2025.xlsx,-1
icicicardprotection.in,Suspected,mock_Mock_Data_25_08_2025.xlsx,-1
iciciloan.in,Suspected,mock_Mock_Data_25_08_2025.xlsx,258
icicirewardsstore.in,Suspected,mock_Mock_Data_25_08_2025.xlsx,256
mycardsicici.in,Suspected,mock_Mock_Data_25_08_2025.xlsx,-1
myrewardhdfc.in,Suspected,mock_Mock_Data_25_08_2025.xlsx,257
nosbi.pro,Suspected,mock_Mock_Data_28_08_2025.xlsx,-1
creditcardservicehdfc.in,Suspected,mock_Mock_Data_28_08_2025.xlsx,-1
bhdfc11.top,Suspected,mock_Mock_Data_28_08_2025.xlsx,206
bankofbaroada.com,Phishing,mock_Mock_Data_29_08_2025.xlsx,196
pruicici.co.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,232
fitsbi.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,-1
helpdesksbi.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,252
hrdsbi.co.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,225
hrsbi.co.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,281
hr-sbi.co.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,270
sbicardplan.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,-1
sbihr.co.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,265
sbi-hr.co.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,280
crsorgdc.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,282
crsorgigoovi.in,Suspected,mock_Mock_Data_29_08_2025.xlsx,270
agvb-digital.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,350
sbzsaee.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbi.adminlogin.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
parvez-2001.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
lzesa.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sii8uyth.web.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
p1-nr4d.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
lcswq.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
edvfb.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
activenetbanking.co.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,373
cardcaresapplication.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
yonomyapp.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,246
bnkrewrdzs-s.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sblankt.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
applyonlinesolution.site,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
cgfy89dtfy.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
cardworldsbi.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
fastcardssolutions.online,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
nsbl.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
rsewe.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
rebrand.ly,Phishing,mock_Mock_Data_31_07_2025.xlsx,4197
msfy.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,641
26a52502-c868-4d8e-ac2f-b0ea64abaf2a-00-27xss7mit6q1a.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
hrmssbi.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
clone-for-educational-purpose.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbicreditcardw.wixsite.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
5d16a33e-8d20-46d4-be2b-af5cfdb73cfc-00-2kidm7qld9lho.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
iamankit19.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-p-tbjh.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
87a5f526-970a-4945-92c1-c9a1f1d6f28e-00-2y8umi17mu65w.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
779fbf59-c116-475e-9fa8-8feae4f38333-00-nypqd7g26a7.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-murex-alpha.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ysupdateverfyall.wixsite.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
24e2705d-933e-4e13-a722-9a5d9a7f80c3-00-1hkqh38jos5xo.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbicardonlineuse.wixsite.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
updateverifying66.wixsite.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
customer-cares.site,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
raju.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sblk.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
rewdzpoint.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
messein.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbi.profileapps.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,323
cute-choux-a0064b.netlify.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
claim-s.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sywyqe-s.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
kali-beta.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
01a-five.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
011-two.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
08c97d5d-2445-4cd3-a308-8a55c32167a9-00-21ng9b1eqafu3.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
cardsactivateed.online,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbi.loginprofile.in,Phishing,mock_Mock_Data_31_07_2025.xlsx,350
trained.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
13.61.0.81,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
54.163.52.162,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
onlyoffer.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbifinanceonline.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-p-2avb.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-p-19of.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-uaj7.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-p-dlhp.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
08398f34-7924-403b-822d-d88939f70d88-00-3elv7abqdc5bx.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
hots.wmtreviewssales.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-p-53rh.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-sggm.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
updatesc.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
s-yn146.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-p-23yp.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
www.onlinesbicredits.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-bysf.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sink.livik.cloud,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbi-finance.icu,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-jrxx.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
invizible84.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
lgy1uhb.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-8hfj.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
s7tgqx4wd.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
kupsn-m.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
onlinepayment.sbs,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
peppery-e.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
clahy-m.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
stetabankcreditcar.wixsite.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
secest.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-3lqx.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-eldf.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
farof.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
klyj1tfy.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-sigma-orpin.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbpfpro-8jky.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
clickredeem.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-66oe.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
lumse.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-nxon.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-r2v8.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
cok197-16.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
gugj1-576.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
hydhc1-36a.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ajol1-78a.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
jis1-868.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-8bl1.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
axkj.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
axgh-123az.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
545646546464646464646464646.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbi-yono-online.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
rewdz.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
wrieai.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
fodhj70.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-rcs5.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
hbjdtyf.netlify.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
kurdigitmrr.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
promosbi.site,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sxzb18-13.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
testsbcoll-76.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
dtybjk.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
collectrewards.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-p7fk.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
upateredeems.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
transversals.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
yonobank.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
yonosbi.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ytmnkl.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbirewardzrs14453.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sblrewd.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
efootball-ooss.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
spoortika.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
cc2415c0-c363-4426-a790-81caf3ef30be-00-1l3l0y76g9jyh.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
14453rewardsbi7i.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
volcano-rewardsbi7i.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
dfcfcherewared.buzz,Phishing,mock_Mock_Data_31_07_2025.xlsx,411
profitable-moral-collaborativesoftware-rewardsbi7i.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbisecurities.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
state-bank-of-india-create.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
4f2fd8dd-a799-42c5-9059-c803e0ddabf6-00-2ylwfgr9ah90z.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
8a121b59-4664-4e2a-a147-2d51c56ab09a-00-1pdzkw4q7d4lp.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
472aa9fe-6011-4a3c-9789-f426e2de5c6e-00-5h038kihilpi.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
50a996f6-9a43-4da2-9c18-3df64f51dc66-00-3v3js32ara3td.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
6bb19781-7387-4344-99f4-e4b562259207-00-2wovn0sfhxbr6.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ravisachincodinglife.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-beln.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
0d7c3e87-dd87-4b81-b978-3e86245c24bf-00-dw7jzme31kjl.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
a49cbc09-0bfb-4a0c-a888-d0002ccdfdfa-00-17xtgxjufsiia.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
adba5ec6-0ee4-4f6c-b940-6b8dd0d04e03-00-2ijw4f6qf0rkw.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
a9f87840-a97f-4ffe-89b4-dded53f1be3b-00-3744y4tt03a1b.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
4d842edf-e711-482d-817e-fa0040cd26e9-00-2a8xatnstylyu.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-ad21.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbisony.blogspot.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-174a.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
87589d5c-3319-4d9b-b4b7-75ce0d9a9202-00-2gpov9d2zvdrx.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
98.70.54.147,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
thnrgj.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
log.chankepar.cfd,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
wqhyk.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ab525792-0d59-4b1c-bdf0-c130ef6fbd5f-00-1r7ebzxilka2q.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbibankingonline.rf.gd,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbirewadserfd.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-7615.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbpfpr-e9lf.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ztgnjk.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-fdmz.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
nuiii8uu.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
hgfvd.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-q4n7.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
jdhfgtr.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbpfpr-neon.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
4285556c-66a7-45a3-a905-7652c91bf325-00-3gyn9n9ro02ez.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
bdtrh.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-rduf.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-xzfc.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-6xuz.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
86553513-7ebc-4f96-944d-959eb4194ae6-00-v7w6qt1a87vc.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-b4g9.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
zbc-58t.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
bvccc.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-n5wq.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-zg4v.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
lakshmy08.github.io,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
qtzltnm.netlify.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-55b7.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
jhur8ui.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
tmkocj-264.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbd01-mauve.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
mudraloanfinance.online,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-c196.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ae006b7e-8b41-40f9-92e7-b26296df62db-00-11fbnh0u0srpl.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
www.chandkebparchaloji.buzz,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-wvo2.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
rdpnlsrmkrilxwe2adfadf.buzz,Phishing,mock_Mock_Data_31_07_2025.xlsx,425
sb-zbjo.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-7943.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
qvt7dws8tw.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
retailonlinesbisbi.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-walp.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
chandkeparchalo.buzz,Phishing,mock_Mock_Data_31_07_2025.xlsx,424
sbpfpro-zeta.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
35dfb100-b427-476c-af2b-0221248bec61-00-1dzuk3p5gu8wv.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
ramlakhankihelloresourse.buzz,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
x2-puce.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-qgis.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
peru-boring-automaticparallelization-raja2456in.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
df478903-9d72-4a81-9b5a-dc8e74085111-00-3aqviv7kz7vjn.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
chartreuse-demanding-match-raja2456in.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
zdfkyt.netlify.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
hidden-fumbling-properties-raja2456in.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
agonizing-transparent-background-raja2456in.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
50311d0e-25c7-403d-99ac-26753f9689e1-00-e9v1twgygg22.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-vxnf.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
open-offensive-driverwrapper-redmmblack.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbloihg.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
royalblue-clearcut-resources-redmmblack.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-wjjx.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sb-nh1l.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
kiuuyht.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-h7pd.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
mediumpurple-vacant-conferences-rdeemrwrd.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
limping-cluttered-procedurallanguage-rdeemrwrd.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
bgytrdde.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
pra-2h.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
k-1499.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
uneven-preemptive-qbasic-rdeemrwrd.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-roex.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
hinsyt.pages.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
nimble-huge-cryptocurrency-rdeemrwrd.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
fc0fac5b-bbaf-4f03-a0d2-743b1c9fb66d-00-3bp3rri86nd9a.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-fg67.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
048bbf22-030f-4c20-b498-97522b94a09e-00-2pf1xy4cidex6.sisko.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
chocolate-rectangular-applicationserver-rdeemrwrd.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-esuq.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
eada594a-55bd-4f89-8e51-44c7859c85be-00-aubelet62qx2.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
sbn-main-v4ap.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
goldendevil046-001-site1.otempurl.com,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
slushy-portly-computergames-rdeemrwrd.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
mam-unlawful-lemonchiffon-website.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
srtjvhk.vercel.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
f8b36500-0f99-44f2-8149-a8de8561970e-00-28ffszxxis0vl.pike.replit.dev,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
axlwfmvkrs.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
cooperative-enormous-outcomes.replit.app,Phishing,mock_Mock_Data_31_07_2025.xlsx,-1
