domain,label,source,domain_length,digit_ratio,dot_ratio,num_hyphens,hyphen_ratio,num_special_chars,special_char_ratio,subdomain_count,brand_keyword_position,registered_domain_length,has_cse_keyword_in_subdomain,is_malicious_gtld,brand_to_reg_length_ratio,min_brand_levenshtein,has_brand_in_path,has_ip,has_repeated_digits,consonant_ratio,vowel_ratio,longest_consonant_run,is_punycode,subdomain_depth,is_common_tld,tld_length,entropy,has_login,has_signin,has_secure,has_account,has_verify,has_update,has_support,has_banking,has_paypal,has_auth,has_security,has_confirm,has_https,domain_age_days,has_ssl,is_lets_encrypt,cert_domain_matches,has_mx,has_spf,cert_age_days,cert_days_remaining,a_record_count,ttl_value
attcomunicationsupport.weebly.com,Phishing,phishtank,33.0,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.3,0.6666666666666666,0.0,0.0,0.0,0.5757575757575758,0.3636363636363636,3.0,0.0,1.0,1.0,3.0,3.930609649595924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,3597
l.wl.co,Phishing,phishtank,7.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5714285714285714,0.1428571428571428,2.0,0.0,1.0,0.0,2.0,2.235926350629033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,1,-1,-1,1,8
iniciar-correo-web.weebly.com,Phishing,phishtank,29.0,0.0,0.0689655172413793,2.0,0.0689655172413793,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.3,0.6,0.0,0.0,0.0,0.4827586206896552,0.3793103448275862,3.0,0.0,1.0,1.0,3.0,3.65041030517399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,3600
nicoleclark332144.github.io,Phishing,phishtank,27.0,0.2222222222222222,0.074074074074074,0.0,0.0,0.0,0.0,1.0,2.0,9.0,1.0,0.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.4074074074074074,0.2962962962962963,2.0,0.0,1.0,0.0,2.0,4.134336113194452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,4,3597
hasgoodtools.com,Phishing,phishtank,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5625,0.375,2.0,0.0,0.0,1.0,3.0,3.149397470347699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,1,-1,-1,2,299
forcarorbike.com,Phishing,phishtank,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5625,0.375,2.0,0.0,0.0,1.0,3.0,3.2806390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,1,-1,-1,2,299
iniciosecurity1.webcindario.com,Phishing,phishtank,31.0,0.032258064516129,0.064516129032258,0.0,0.0,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.4838709677419355,0.4193548387096774,2.0,0.0,1.0,1.0,3.0,3.7843684875968617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21586
url.emailprotection.link,Phishing,phishtank,24.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5416666666666666,0.375,3.0,0.0,1.0,0.0,4.0,3.688721875540868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3162,1,0,0,0,0,-1,-1,1,28
bellrushhoursbills.weebly.com,Phishing,phishtank,29.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.3,0.6666666666666666,0.0,0.0,0.0,0.6551724137931034,0.2758620689655172,3.0,0.0,1.0,1.0,3.0,3.6209360647507713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,3596
marketplace-item-details-87452610.zya.me,Phishing,phishtank,40.0,0.2,0.05,3.0,0.075,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.275,3.0,0.0,1.0,0.0,2.0,4.325070520364181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,-1,-1,1,21596
niconbvmvvnmx.weebly.com,Phishing,phishtank,24.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.3,0.6666666666666666,0.0,0.0,0.0,0.7083333333333334,0.2083333333333333,9.0,0.0,1.0,1.0,3.0,3.5739348962840563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,3599
auburn-unicu-acc-sc.weebly.com,Phishing,phishtank,30.0,0.0,0.0666666666666666,3.0,0.1,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.3,0.6,0.0,0.0,0.0,0.5,0.3333333333333333,3.0,0.0,1.0,1.0,3.0,3.7614063297218423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,3599
tbaytellcommunication.weebly.com,Phishing,phishtank,32.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.3,0.6666666666666666,0.0,0.0,0.0,0.59375,0.34375,3.0,0.0,1.0,1.0,3.0,3.733458593344349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,3599
qrco.de,Phishing,phishtank,7.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,3.0,0.0,0.0,0.0,2.0,2.807354922057604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,4,60
bizasvanicar.webcindario.com,Phishing,phishtank,28.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.5357142857142857,0.3928571428571428,2.0,0.0,1.0,1.0,3.0,3.708966082694623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21584
vm02.viptronica.com,Phishing,phishtank,19.0,0.1052631578947368,0.1052631578947368,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.2142857142857142,0.6666666666666666,0.0,0.0,0.0,0.5263157894736842,0.2631578947368421,3.0,0.0,1.0,1.0,3.0,3.616348566075165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,299
scientific-calculator-canicomp.web.app,Phishing,phishtank,38.0,0.0,0.0526315789473684,2.0,0.0526315789473684,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.4285714285714285,0.6666666666666666,0.0,0.0,0.0,0.5526315789473685,0.3421052631578947,2.0,0.0,1.0,0.0,3.0,3.925173236956995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,21600
scientific-calculator-canicomp.firebaseapp.com,Phishing,phishtank,46.0,0.0,0.0434782608695652,2.0,0.0434782608695652,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.5434782608695652,0.3695652173913043,2.0,0.0,1.0,1.0,3.0,3.890183088453377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,1,-1,-1,1,300
bttelecomunication.w3spaces.com,Phishing,phishtank,31.0,0.032258064516129,0.064516129032258,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.5483870967741935,0.3548387096774194,3.0,0.0,1.0,1.0,3.0,3.84888461662912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,4,59
spikenow.com,Phishing,phishtank,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,2.0,0.0,0.0,1.0,3.0,3.4182958340544896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316,1,0,0,1,1,-1,-1,2,41
thecapitalindian.co.uk,Phishing,phishtank,22.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5,0.4090909090909091,2.0,0.0,1.0,0.0,2.0,3.6635327548042538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,299
britishtelecommunicationbil.w3spaces.com,Phishing,phishtank,40.0,0.025,0.05,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.575,0.35,3.0,0.0,1.0,1.0,3.0,3.987326145256008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,4,59
britishtelecommunicationbill.w3spaces.com,Phishing,phishtank,41.0,0.024390243902439,0.048780487804878,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.5853658536585366,0.3414634146341463,3.0,0.0,1.0,1.0,3.0,3.988308943949361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,4,60
sunpasstollsbill.com,Phishing,phishtank,20.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.15,0.6666666666666666,0.0,0.0,0.0,0.7,0.25,4.0,0.0,0.0,1.0,3.0,3.421928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618,1,0,0,0,0,-1,-1,2,299
b-t-coomunicationspage.w3spaces.com,Phishing,phishtank,35.0,0.0285714285714285,0.0571428571428571,2.0,0.0571428571428571,0.0,0.0,1.0,2.0,12.0,1.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.5142857142857142,0.3428571428571428,3.0,0.0,1.0,1.0,3.0,3.943289445392767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,4,59
website6275565.nicepage.io,Phishing,phishtank,26.0,0.2692307692307692,0.0769230769230769,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.2727272727272727,99.0,0.0,0.0,0.0,0.3076923076923077,0.3461538461538461,2.0,0.0,1.0,0.0,2.0,3.873140679513132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,4,59
connecticuttechnicalupdate4422.ukit.me,Phishing,phishtank,38.0,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.4285714285714285,0.75,0.0,0.0,0.0,0.5,0.3421052631578947,3.0,0.0,1.0,0.0,2.0,3.840455317249795,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,58
www.dakshcommunication.in,Phishing,phishtank,25.0,0.0,0.08,0.0,0.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.6,0.32,4.0,0.0,1.0,0.0,2.0,3.673269689515108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4587,1,0,0,1,1,-1,-1,1,14398
notedefraisbist.web.app,Phishing,phishtank,23.0,0.0,0.0869565217391304,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.4285714285714285,0.6666666666666666,0.0,0.0,0.0,0.5652173913043478,0.3478260869565217,2.0,0.0,1.0,0.0,3.0,3.708132064658602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,21600
notedefraisbist.firebaseapp.com,Phishing,phishtank,31.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.5483870967741935,0.3870967741935484,2.0,0.0,1.0,1.0,3.0,3.7843684875968617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,1,-1,-1,1,300
usebiolink.com,Phishing,phishtank,14.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.4285714285714285,2.0,0.0,0.0,1.0,3.0,3.521640636343319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268,1,0,0,1,1,-1,-1,1,299
gatewaytechnicalcollege.ukit.me,Phishing,phishtank,31.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.4285714285714285,0.75,0.0,0.0,0.0,0.5483870967741935,0.3870967741935484,3.0,0.0,1.0,0.0,2.0,3.7726095206097554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,57
nicheuniversal.ukit.me,Phishing,phishtank,22.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.4285714285714285,0.75,0.0,0.0,0.0,0.5,0.4090909090909091,2.0,0.0,1.0,0.0,2.0,3.7544418457133455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,57
linknbio.com,Phishing,phishtank,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,4.0,0.0,0.0,1.0,3.0,3.084962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703,1,0,0,1,1,-1,-1,1,597
inicio-decompras.webcindario.com,Phishing,phishtank,32.0,0.0,0.0625,1.0,0.03125,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.4,0.0,0.0,0.0,0.5,0.40625,3.0,0.0,1.0,1.0,3.0,3.6996987351738495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21583
anular-ahora.webcindario.com,Phishing,phishtank,28.0,0.0,0.0714285714285714,1.0,0.0357142857142857,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.4642857142857143,0.4285714285714285,2.0,0.0,1.0,1.0,3.0,3.7673757978160416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21583
provicomprascom.webcindario.com,Phishing,phishtank,31.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5806451612903226,0.3548387096774194,3.0,0.0,1.0,1.0,3.0,3.667928472292449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21582
provicomprass.webcindario.com,Phishing,phishtank,29.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5862068965517241,0.3448275862068966,3.0,0.0,1.0,1.0,3.0,3.745406425938248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21582
cancelaciones-ar.webcindario.com,Phishing,phishtank,32.0,0.0,0.0625,1.0,0.03125,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.40625,2.0,0.0,1.0,1.0,3.0,3.667837797403416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21582
inicio-inicio.webcindario.com,Phishing,phishtank,29.0,0.0,0.0689655172413793,1.0,0.0344827586206896,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4137931034482758,0.4827586206896552,2.0,0.0,1.0,1.0,3.0,3.24574349505297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21582
provinciatoken24.webcindario.com,Phishing,phishtank,32.0,0.0625,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.375,2.0,0.0,1.0,1.0,3.0,3.952819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21582
bipcompras-ar.webcindario.com,Phishing,phishtank,29.0,0.0,0.0689655172413793,1.0,0.0344827586206896,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5517241379310345,0.3448275862068966,3.0,0.0,1.0,1.0,3.0,3.76231073613387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21582
anular-compras.webcindario.com,Phishing,phishtank,30.0,0.0,0.0666666666666666,1.0,0.0333333333333333,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5333333333333333,0.3666666666666666,3.0,0.0,1.0,1.0,3.0,3.8980685120588383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21582
ply-cfbindiana.web.app,Phishing,phishtank,22.0,0.0,0.0909090909090909,1.0,0.0454545454545454,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5909090909090909,0.2727272727272727,3.0,0.0,1.0,0.0,3.0,3.663532754804254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,21600
ply-cfbindiana.firebaseapp.com,Phishing,phishtank,30.0,0.0,0.0666666666666666,1.0,0.0333333333333333,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5666666666666667,0.3333333333333333,3.0,0.0,1.0,1.0,3.0,3.923231428797621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,1,-1,-1,1,300
iniciarcuscatlan.webcindario.com,Phishing,phishtank,32.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.53125,0.40625,2.0,0.0,1.0,1.0,3.0,3.688307235905091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21581
indianastateuniverityaccountupdate.ukit.me,Phishing,phishtank,42.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.4523809523809524,2.0,0.0,1.0,0.0,2.0,3.755911328654937,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,57
comprastokenar.webcindario.com,Phishing,phishtank,30.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5666666666666667,0.3666666666666666,3.0,0.0,1.0,1.0,3.0,3.831401845392172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21580
comprastokenbip.webcindario.com,Phishing,phishtank,31.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5806451612903226,0.3548387096774194,3.0,0.0,1.0,1.0,3.0,3.873235826376329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21580
bipcancelarnett.webcindario.com,Phishing,phishtank,31.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5806451612903226,0.3548387096774194,2.0,0.0,1.0,1.0,3.0,3.760017277849653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21580
biptokencompra.webcindario.com,Phishing,phishtank,30.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5666666666666667,0.3666666666666666,3.0,0.0,1.0,1.0,3.0,3.789898095464288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21580
bipcancelarnet.webcindario.com,Phishing,phishtank,30.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5666666666666667,0.3666666666666666,2.0,0.0,1.0,1.0,3.0,3.7395722619867215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21580
bipcancelarr.webcindario.com,Phishing,phishtank,28.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5714285714285714,0.3571428571428571,2.0,0.0,1.0,1.0,3.0,3.655045546825803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21580
ingresa-inicio.webcindario.com,Phishing,phishtank,30.0,0.0,0.0666666666666666,1.0,0.0333333333333333,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4666666666666667,0.4333333333333333,3.0,0.0,1.0,1.0,3.0,3.647742678581274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21579
provincia-compra.webcindario.com,Phishing,phishtank,32.0,0.0,0.0625,1.0,0.03125,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.53125,0.375,3.0,0.0,1.0,1.0,3.0,3.702819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21579
luxurytechnical.com,Phishing,phishtank,19.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.1578947368421052,0.6666666666666666,0.0,0.0,0.0,0.631578947368421,0.3157894736842105,3.0,0.0,0.0,1.0,3.0,3.7871439606981383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4307,0,0,0,1,1,-1,-1,1,10800
bancoprovinciaar.webcindario.com,Phishing,phishtank,32.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.53125,0.40625,2.0,0.0,1.0,1.0,3.0,3.577819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,1,21579
www.flowcode.com,Phishing,phishtank,16.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.625,0.25,3.0,0.0,1.0,1.0,3.0,2.952819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,300
pub-c7b916d0f569445e8ba4fd1d8b062375.r2.dev,Phishing,phishtank,43.0,0.5116279069767442,0.0465116279069767,1.0,0.0232558139534883,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3255813953488372,0.0930232558139534,2.0,0.0,1.0,0.0,3.0,4.303830742923251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,2,300
viuonicoiscienic.web.app,Phishing,phishtank,24.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.4285714285714285,0.6666666666666666,0.0,0.0,0.0,0.4583333333333333,0.4583333333333333,2.0,0.0,1.0,0.0,3.0,3.486440501696145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,21600
viuonicoiscienic.firebaseapp.com,Phishing,phishtank,32.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,2.0,15.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.46875,0.46875,2.0,0.0,1.0,1.0,3.0,3.6556390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,1,-1,-1,1,300
