domain,label,source,domain_length,digit_ratio,dot_ratio,num_hyphens,hyphen_ratio,num_special_chars,special_char_ratio,subdomain_count,brand_keyword_position,registered_domain_length,has_cse_keyword_in_subdomain,is_malicious_gtld,brand_to_reg_length_ratio,min_brand_levenshtein,has_brand_in_path,has_ip,has_repeated_digits,is_common_tld,tld_length,entropy,has_login,has_signin,has_secure,has_account,has_verify,has_update,has_support,has_banking,has_paypal,has_auth,has_security,has_confirm,has_https
console.icici.buildint.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,25.0,0.0,0.12,0.0,0.0,0.0,0.0,2.0,2.0,11.0,1.0,0.0,0.45454545454545453,0.6,0.0,0.0,0.0,0.0,2.0,3.319079570624174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
levgreen.com.ua,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,3.456564762130954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibanktitaniumcard.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,24.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.20833333333333334,99.0,0.0,0.0,0.0,0.0,2.0,3.2610276044371003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myicicibank.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.2222222222222222,0.0,0.0,0.0,0.0,2.0,2.950212064914747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibankhomeloan.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,20.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.25,99.0,0.0,0.0,0.0,0.0,2.0,3.3841837197791884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hicicie.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.45454545454545453,0.4,0.0,0.0,0.0,1.0,3.0,2.59490661824394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibanksip.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,2.866247897312731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicicardoffer.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,1.0,0.2631578947368421,0.75,0.0,0.0,0.0,0.0,4.0,3.11583409216322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciinnovations.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,3.0,3.197159723424149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hvkn4feaq6ic1cihhbg80ncmghh58116.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,36.0,0.2777777777777778,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,4.159799224314526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicta.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,3.0,2.6464393446710157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.2727272727272727,0.4,0.0,0.0,0.0,1.0,3.0,2.4130884364257574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibanking.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,0.3333333333333333,0.0,0.0,0.0,1.0,3.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lclclbank.ng,Phishing,mock_Mock_Data_01_08_2025.xlsx,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,2.8553885422075336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicapitalllc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,17.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,2.939829017466402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icic.bet,Phishing,mock_Mock_Data_01_08_2025.xlsx,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.sandbox-superset.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,36.0,0.0,0.08333333333333333,1.0,0.027777777777777776,0.0,0.0,2.0,1.0,15.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,2.0,4.065079515030719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicic.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,3.0,2.3709505944546683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-world.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,1.0,0.06666666666666667,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.6,0.0,0.0,0.0,1.0,3.0,3.139572261986723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicipersonalloan.doodlekit.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,31.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,0.38461538461538464,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.6922796820396573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safimoneytransfer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,21.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.630412660873998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57e0d8d2686c.mail.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,33.0,0.24242424242424243,0.09090909090909091,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,2.0,4.003044786734202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciloans.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.3333333333333333,0.0,0.0,0.0,1.0,3.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciconcepts.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,17.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.29411764705882354,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.0071964896856174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicbet.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,3.0,2.8453509366224368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicisecurities.vip,Phishing,mock_Mock_Data_01_08_2025.xlsx,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,2.9708400131019848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici-investment.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,20.0,0.0,0.05,1.0,0.05,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.25,0.6,0.0,0.0,0.0,1.0,3.0,3.2841837197791888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selma-bicici.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,16.0,0.0,0.0625,1.0,0.0625,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,0.2,0.0,0.0,0.0,1.0,3.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selma-bicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,16.0,0.0,0.0625,1.0,0.0625,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,0.2,0.0,0.0,0.0,1.0,3.0,3.2806390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolmetscher-bicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,22.0,0.0,0.045454545454545456,1.0,0.045454545454545456,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.22727272727272727,0.2,0.0,0.0,0.0,1.0,3.0,3.606936732175321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccicicilod.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,2.495602923729013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cicicicicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.3333333333333333,99.0,0.0,0.0,0.0,0.0,2.0,1.5628066316931741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicilbank.sbs,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,0.0,3.0,3.039148671903071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicillbank.cc,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.2222222222222222,0.0,0.0,0.0,0.0,2.0,2.7534343861887853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibanlk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,3.128085278891395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaadvantage.io,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,2.0,2.9780948881692604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifidubai.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.3248629576173574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iiainfotech.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.3232314287976203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rcipromotions.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,17.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.1462863706621045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmpromotion.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.056564762130954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lalpuricicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.536886723742167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.crediwatch.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,20.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,2.0,14.0,1.0,0.0,0.35714285714285715,0.6,0.0,0.0,0.0,1.0,3.0,3.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibanksales.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,17.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.29411764705882354,99.0,0.0,0.0,0.0,0.0,2.0,3.1462863706621045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800e3e8e5b30.ngrok.io,Phishing,mock_Mock_Data_01_08_2025.xlsx,21.0,0.38095238095238093,0.09523809523809523,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,2.0,3.558518613048906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ici.cibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,3.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icic.ibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,3.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.bank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,0.625,0.6,0.0,0.0,0.0,1.0,3.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciba.nk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.8333333333333334,0.2222222222222222,0.0,0.0,0.0,1.0,3.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicimoney2india.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,20.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.203701696057348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bank-icici.cyou,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,1.0,0.06666666666666667,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.3333333333333333,0.6,0.0,0.0,0.0,0.0,4.0,3.2729055953200556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cicbank.finance,Phishing,mock_Mock_Data_01_08_2025.xlsx,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,7.0,3.0062389286533895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mx7.icicibanklogin.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,22.0,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,0.2777777777777778,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.51602764126623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
videokyc.icicibsnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,22.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,0.38461538461538464,0.1111111111111111,0.0,0.0,0.0,1.0,3.0,3.459431618637297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicin.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,3.0,2.4464393446710155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicin.ch,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.0,2.0,2.113283334294875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciclo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,3.0,2.4464393446710155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cicici.xin,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,3.0,2.0464393446710156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ward25.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,11.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.459431618637298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,3.0,2.3709505944546687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.moviez.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iciciaccount.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.3125,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,2.852217001462482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibankestatement.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,23.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.435755433941628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibankmerchant.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,21.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.23809523809523808,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.4992275417233567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicibanknriservices.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,24.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.20833333333333334,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.4345608142862893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicihfcfd.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.35714285714285715,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,2.7534343861887853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onlineicicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,19.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.2631578947368421,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.221097250057957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icico.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,3.0,2.725480556997868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicin.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,3.0,2.6464393446710153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicin.biz,Phishing,mock_Mock_Data_01_08_2025.xlsx,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,3.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bit.ly,Phishing,mock_Mock_Data_01_08_2025.xlsx,6.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.candlesrider.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,22.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,2.0,16.0,1.0,0.0,0.3125,0.6,0.0,0.0,0.0,1.0,3.0,3.3685225277282056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicin.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.0,2.0,2.4193819456463714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icici.figo.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,13.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.7142857142857143,0.6,0.0,0.0,0.0,0.0,2.0,2.499698143184414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icicingenieria.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,18.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.2777777777777778,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,3.0385623360756298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.0,2.0,1.7527152789797045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
