domain,label,source,domain_length,digit_ratio,dot_ratio,num_hyphens,hyphen_ratio,num_special_chars,special_char_ratio,subdomain_count,brand_keyword_position,registered_domain_length,has_cse_keyword_in_subdomain,is_malicious_gtld,brand_to_reg_length_ratio,min_brand_levenshtein,has_brand_in_path,has_ip,has_repeated_digits,consonant_ratio,vowel_ratio,longest_consonant_run,is_punycode,subdomain_depth,is_common_tld,tld_length,entropy,has_login,has_signin,has_secure,has_account,has_verify,has_update,has_support,has_banking,has_paypal,has_auth,has_security,has_confirm,has_https
2k.com,Legitimate,tranco_external,6.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.16666666666666666,1.0,0.0,0.0,1.0,3.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ada.gov,Legitimate,tranco_external,7.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,1.0,0.0,0.0,1.0,3.0,2.5216406363433186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amazon.se,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.0,0.0,2.0,2.94770277922009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
google.com.my,Legitimate,tranco_external,13.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.3076923076923077,2.0,0.0,1.0,0.0,2.0,2.8731406795131336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rubika.ir,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.0,0.0,2.0,2.725480556997868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cleveland.com,Legitimate,tranco_external,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,2.0,0.0,0.0,1.0,3.0,3.238901256602631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inquirer.com,Legitimate,tranco_external,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.4166666666666667,2.0,0.0,0.0,1.0,3.0,3.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parallels.com,Legitimate,tranco_external,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,2.0,0.0,0.0,1.0,3.0,3.1808329872054406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
servicecdn.ru,Legitimate,tranco_external,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,3.0,0.0,0.0,0.0,2.0,3.238901256602631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
runsignup.com,Legitimate,tranco_external,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,2.0,0.0,0.0,1.0,3.0,3.3927474104487847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monash.edu.au,Legitimate,tranco_external,13.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.38461538461538464,0.46153846153846156,2.0,0.0,1.0,0.0,2.0,3.238901256602631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
telenor.se,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5,0.4,1.0,0.0,0.0,0.0,2.0,2.8464393446710154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grist.org,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222,2.0,0.0,0.0,1.0,3.0,2.725480556997868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
termsfeed.com,Legitimate,tranco_external,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,4.0,0.0,0.0,1.0,3.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awsdns-10.net,Legitimate,tranco_external,13.0,0.15384615384615385,0.07692307692307693,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.15384615384615385,5.0,0.0,0.0,1.0,3.0,3.3927474104487847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serveriai.lt,Legitimate,tranco_external,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5,0.4166666666666667,2.0,0.0,0.0,0.0,2.0,3.084962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
google.eu,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.3333333333333333,0.5555555555555556,2.0,0.0,0.0,0.0,2.0,2.5032583347756456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
red-gate.com,Legitimate,tranco_external,12.0,0.0,0.08333333333333333,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.0,0.0,1.0,3.0,3.418295834054489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc.com,Legitimate,tranco_external,6.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,2.0,0.0,0.0,1.0,3.0,2.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uefa.com,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.375,0.5,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
funmora.com,Legitimate,tranco_external,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5454545454545454,0.36363636363636365,2.0,0.0,0.0,1.0,3.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinch.co,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222,3.0,0.0,0.0,0.0,2.0,2.6416041678685933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xhamster.desi,Legitimate,tranco_external,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,3.0,0.0,0.0,0.0,4.0,3.3927474104487847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awsdns-01.com,Legitimate,tranco_external,13.0,0.15384615384615385,0.07692307692307693,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.15384615384615385,5.0,0.0,0.0,1.0,3.0,3.546593564294939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freedesktop.org,Legitimate,tranco_external,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6,0.3333333333333333,3.0,0.0,0.0,1.0,3.0,3.323231428797621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allianz.com,Legitimate,tranco_external,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5454545454545454,0.36363636363636365,2.0,0.0,0.0,1.0,3.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device9.com,Legitimate,tranco_external,11.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.45454545454545453,0.36363636363636365,1.0,0.0,0.0,1.0,3.0,3.0957952550009344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polskieradio24.pl,Legitimate,tranco_external,17.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.47058823529411764,0.35294117647058826,3.0,0.0,0.0,0.0,2.0,3.6168746059562227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unirioja.es,Legitimate,tranco_external,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.36363636363636365,0.5454545454545454,1.0,0.0,0.0,0.0,2.0,3.277613436819116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skokka.com.pe,Legitimate,tranco_external,13.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.3076923076923077,2.0,0.0,1.0,0.0,2.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itv.com,Legitimate,tranco_external,7.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,2.0,0.0,0.0,1.0,3.0,2.807354922057604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lendingtree.com,Legitimate,tranco_external,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6,0.3333333333333333,4.0,0.0,0.0,1.0,3.0,3.4565647621309536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blahlivedsnowdrop.com,Legitimate,tranco_external,21.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.2857142857142857,3.0,0.0,0.0,1.0,3.0,3.9754180179138334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kino-teatr.ru,Legitimate,tranco_external,13.0,0.0,0.07692307692307693,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46153846153846156,0.38461538461538464,2.0,0.0,0.0,0.0,2.0,3.3927474104487847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xvideo.vlog.br,Legitimate,tranco_external,14.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,2.0,0.0,1.0,0.0,2.0,3.378783493486176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanishdict.com,Legitimate,tranco_external,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.26666666666666666,3.0,0.0,0.0,1.0,3.0,3.5068905956085183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uidapi.com,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.5,1.0,0.0,0.0,1.0,3.0,3.121928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mdstrm.com,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8,0.1,6.0,0.0,0.0,1.0,3.0,2.8464393446710154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tver.jp,Legitimate,tranco_external,7.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,2.0,0.0,0.0,0.0,2.0,2.807354922057604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mxporn.net,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.7,0.2,3.0,0.0,0.0,1.0,3.0,3.121928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns247.net,Legitimate,tranco_external,9.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,2.0,0.0,0.0,1.0,3.0,2.94770277922009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state.gov,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,2.0,0.0,0.0,1.0,3.0,2.94770277922009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agenziaentrateriscossione.gov.it,Legitimate,tranco_external,32.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.4375,3.0,0.0,1.0,0.0,2.0,3.569548827786958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smbcnikko.co.jp,Legitimate,tranco_external,15.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.6666666666666666,0.2,5.0,0.0,1.0,0.0,2.0,3.3735572622751855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
netshort.com,Legitimate,tranco_external,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.25,3.0,0.0,0.0,1.0,3.0,3.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
runnersworld.com,Legitimate,tranco_external,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6875,0.25,3.0,0.0,0.0,1.0,3.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clienttons.com,Legitimate,tranco_external,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,3.0,0.0,0.0,1.0,3.0,3.2359263506290334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncutmaza.com.co,Legitimate,tranco_external,16.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.375,2.0,0.0,1.0,0.0,2.0,3.077819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astronautlividlyreformer.com,Legitimate,tranco_external,28.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6071428571428571,0.35714285714285715,4.0,0.0,0.0,1.0,3.0,3.923251796980338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellantis.com,Legitimate,tranco_external,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,2.0,0.0,0.0,1.0,3.0,3.378783493486176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audacityteam.org,Legitimate,tranco_external,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.4375,3.0,0.0,0.0,1.0,3.0,3.577819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yoti.com,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.375,1.0,0.0,0.0,1.0,3.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ds.com,Legitimate,tranco_external,7.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,2.0,0.0,0.0,1.0,3.0,2.807354922057604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starkgames.app,Legitimate,tranco_external,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,3.0,0.0,0.0,0.0,3.0,3.182005814760214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awsdns-40.net,Legitimate,tranco_external,13.0,0.15384615384615385,0.07692307692307693,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.15384615384615385,5.0,0.0,0.0,1.0,3.0,3.3927474104487847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drpc.org,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.125,4.0,0.0,0.0,1.0,3.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ltguevmavv.com,Legitimate,tranco_external,14.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,3.0,0.0,0.0,1.0,3.0,3.3248629576173574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
powerplatform.com,Legitimate,tranco_external,17.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6470588235294118,0.29411764705882354,3.0,0.0,0.0,1.0,3.0,3.4548223999466066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bcvcdn.com,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8,0.1,6.0,0.0,0.0,1.0,3.0,2.8464393446710154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facct.ru,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.625,0.25,3.0,0.0,0.0,0.0,2.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apptimize.com,Legitimate,tranco_external,13.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.38461538461538464,3.0,0.0,0.0,1.0,3.0,3.238901256602631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samsungdive.com,Legitimate,tranco_external,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6,0.3333333333333333,3.0,0.0,0.0,1.0,3.0,3.6402239289418516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blippington.com,Legitimate,tranco_external,15.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.26666666666666666,3.0,0.0,0.0,1.0,3.0,3.3735572622751855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
now.gg,Legitimate,tranco_external,6.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,2.0,0.0,0.0,0.0,2.0,2.251629167387823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thescore.com,Legitimate,tranco_external,12.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,2.0,0.0,0.0,1.0,3.0,3.084962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webaim.org,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.4,2.0,0.0,0.0,1.0,3.0,3.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dnspod.com,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.7,0.2,4.0,0.0,0.0,1.0,3.0,2.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ivideon.com,Legitimate,tranco_external,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,1.0,0.0,0.0,1.0,3.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
escapefromtarkov.com,Legitimate,tranco_external,20.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6,0.35,2.0,0.0,0.0,1.0,3.0,3.5841837197791886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinypng.com,Legitimate,tranco_external,11.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.7272727272727273,0.18181818181818182,5.0,0.0,0.0,1.0,3.0,3.2776134368191165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
google.cf,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,2.0,0.0,0.0,0.0,2.0,2.725480556997868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
